,director_name,num_critic_for_reviews,duration,director_facebook_likes,movie_title,imdb_score
2367,Josh Gordon,181.0,101.0,8.0,The Switch ,6.1
2368,Shawn Levy,97.0,95.0,189.0,Just Married ,5.4
2369,Lee Tamahori,167.0,109.0,93.0,The Devil's Double ,7.1
2370,,,43.0,,"Gone, Baby, Gone             ",6.6
2371,Britt Allcroft,47.0,85.0,2.0,Thomas and the Magic Railroad ,3.6
2372,Breck Eisner,308.0,101.0,42.0,The Crazies ,6.5
2373,Hayao Miyazaki,246.0,125.0,6000.0,Spirited Away ,8.6
2374,Alan Yuen,23.0,118.0,0.0,Firestorm ,6.2
2375,Roger Donaldson,29.0,132.0,79.0,The Bounty ,7.0
2376,Brian Percival,252.0,131.0,33.0,The Book Thief ,7.6
2377,Sean Anders,102.0,129.0,51.0,Sex Drive ,6.5
2378,Anand Tucker,134.0,100.0,14.0,Leap Year ,6.4
2379,Anthony Mann,30.0,172.0,75.0,The Fall of the Roman Empire ,6.7
2380,Michael Dowse,136.0,97.0,31.0,Take Me Home Tonight ,6.3
2381,Daniel Barnz,102.0,121.0,33.0,Won't Back Down ,6.4
2382,Emile Ardolino,10.0,92.0,22.0,The Nutcracker ,5.7
2383,Robert Altman,31.0,116.0,500.0,Kansas City ,6.3
2384,James Schamus,63.0,110.0,44.0,Indignation ,7.8
2385,Andrew Douglas,220.0,90.0,15.0,The Amityville Horror ,6.0
2386,Spike Jonze,241.0,81.0,0.0,Adaptation. ,7.7
2387,George A. Romero,252.0,97.0,0.0,Land of the Dead ,6.2
2388,Danny Pang,23.0,107.0,15.0,Out of Inferno ,5.7
2389,Terry Gilliam,156.0,118.0,0.0,Fear and Loathing in Las Vegas ,7.7
2390,Ricky Gervais,192.0,100.0,0.0,The Invention of Lying ,6.4
2391,Nicholas Stoller,351.0,97.0,89.0,Neighbors ,6.4
2392,Chuck Russell,57.0,114.0,55.0,The Mask ,6.9
2393,Penny Marshall,99.0,130.0,545.0,Big ,7.3
2394,Larry Charles,343.0,82.0,119.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,7.3
2395,Robert Luketic,163.0,96.0,126.0,Legally Blonde ,6.2
2396,Leonard Nimoy,110.0,105.0,12000.0,Star Trek III: The Search for Spock ,6.6
2397,Scott Derrickson,233.0,122.0,301.0,The Exorcism of Emily Rose ,6.7
2398,Mike Mitchell,91.0,88.0,31.0,Deuce Bigalow: Male Gigolo ,5.7
2399,Vic Armstrong,169.0,110.0,179.0,Left Behind ,3.1
2400,Thomas Bezucha,142.0,103.0,15.0,The Family Stone ,6.3
2401,Kevin Rodney Sullivan,50.0,106.0,8.0,Barbershop 2: Back in Business ,5.7
2402,Terry Zwigoff,195.0,98.0,72.0,Bad Santa ,7.1
2403,Jay Roach,129.0,68.0,116.0,Austin Powers: International Man of Mystery ,7.0
2404,Kirk Jones,156.0,94.0,52.0,My Big Fat Greek Wedding 2 ,6.1
2405,David Bowers,103.0,99.0,42.0,Diary of a Wimpy Kid: Rodrick Rules ,6.6
2406,John McTiernan,217.0,107.0,323.0,Predator ,7.8
2407,Milos Forman,134.0,180.0,869.0,Amadeus ,8.3
2408,Nelson McCormick,146.0,89.0,29.0,Prom Night ,3.9
2409,Mark Waters,159.0,97.0,70.0,Mean Girls ,7.0
2410,Audrey Wells,111.0,113.0,22.0,Under the Tuscan Sun ,6.7
2411,Robert Altman,187.0,131.0,500.0,Gosford Park ,7.3
2412,,20.0,44.0,,The O.C.             ,7.5
2413,Francis Ford Coppola,44.0,103.0,0.0,Peggy Sue Got Married ,6.3
2414,Alejandro G. Iñárritu,588.0,119.0,0.0,Birdman or (The Unexpected Virtue of Ignorance) ,7.8
2415,Woody Allen,415.0,98.0,11000.0,Blue Jasmine ,7.3
2416,Paul Greengrass,279.0,111.0,521.0,United 93 ,7.6
2417,Bille Woodruff,97.0,94.0,23.0,Honey ,5.3
2418,Edward Zwick,60.0,122.0,380.0,Glory ,7.9
2419,Rick Friedberg,27.0,81.0,8.0,Spy Hard ,5.3
2420,John Carpenter,212.0,89.0,0.0,The Fog ,6.8
2421,Sean McNamara,110.0,106.0,80.0,Soul Surfer ,7.1
2422,Mike Nichols,45.0,122.0,0.0,Catch-22 ,7.2
2423,Jody Hill,190.0,86.0,62.0,Observe and Report ,5.8
2424,Richard Fleischer,77.0,103.0,130.0,Conan the Destroyer ,5.8
2425,Martin Scorsese,151.0,121.0,17000.0,Raging Bull ,8.3
2426,Brandon Camp,111.0,109.0,7.0,Love Happens ,5.6
2427,Barry Levinson,64.0,109.0,272.0,Young Sherlock Holmes ,6.8
2428,Kevin Tancharoen,134.0,123.0,64.0,Fame ,5.0
2429,Danny Boyle,450.0,94.0,0.0,127 Hours ,7.6
2430,Woody Allen,128.0,94.0,11000.0,Small Time Crooks ,6.7
2431,Nicholas Hytner,68.0,115.0,13.0,Center Stage ,6.7
2432,Jessie Nelson,97.0,107.0,24.0,Love the Coopers ,5.7
2433,Bart Freundlich,54.0,91.0,38.0,Catch That Kid ,5.2
2434,Irwin Winkler,99.0,125.0,34.0,Life as a House ,7.5
2435,Danny Boyle,412.0,122.0,0.0,Steve Jobs ,7.2
2436,Chris Columbus,107.0,102.0,0.0,"I Love You, Beth Cooper ",5.3
2437,Miguel Arteta,192.0,90.0,44.0,Youth in Revolt ,6.5
2438,William A. Fraker,25.0,98.0,28.0,The Legend of the Lone Ranger ,5.0
2439,John Boorman,104.0,109.0,128.0,The Tailor of Panama ,6.1
2440,Brian De Palma,120.0,107.0,0.0,Blow Out ,7.4
2441,Courtney Solomon,146.0,90.0,31.0,Getaway ,4.4
2442,Ang Lee,124.0,112.0,0.0,The Ice Storm ,7.5
2443,Rob Reiner,107.0,94.0,0.0,And So It Goes ,5.7
2444,Jeff Kanew,11.0,105.0,6.0,Troop Beverly Hills ,5.5
2445,István Szabó,93.0,104.0,109.0,Being Julia ,7.1
2446,Adrian Lyne,38.0,112.0,213.0,9½ Weeks ,5.9
2447,Matthew Robbins,60.0,108.0,25.0,Dragonslayer ,6.7
2448,Michael Hoffman,184.0,112.0,97.0,The Last Station ,7.0
2449,Tim Burton,148.0,127.0,13000.0,Ed Wood ,7.9
2450,Jason Reitman,217.0,111.0,655.0,Labor Day ,6.9
2451,Sergey Bodrov,160.0,126.0,44.0,Mongol: The Rise of Genghis Khan ,7.3
2452,Guy Ritchie,209.0,114.0,0.0,RocknRolla ,7.3
2453,Hal Needham,40.0,99.0,379.0,Megaforce ,3.5
2454,Kenneth Branagh,85.0,150.0,0.0,Hamlet ,7.8
2455,Bruce Beresford,83.0,117.0,78.0,Mao's Last Dancer ,7.4
2456,Jeff Nichols,263.0,112.0,337.0,Midnight Special ,6.7
2457,Woody Allen,128.0,108.0,11000.0,Anything Else ,6.4
2458,Jonathan Teplitzky,186.0,116.0,6.0,The Railway Man ,7.1
2459,,14.0,60.0,,Unforgettable             ,6.7
2460,Michael Haneke,292.0,144.0,0.0,The White Ribbon ,7.8
2461,Zack Ward,15.0,92.0,662.0,Restoration ,4.0
2462,Mike Marvin,70.0,93.0,28.0,The Wraith ,5.9
2463,D.J. Caruso,79.0,103.0,154.0,The Salton Sea ,7.2
2464,Nimród Antal,103.0,93.0,190.0,Metallica Through the Never ,7.2
2465,Gregor Jordan,97.0,98.0,34.0,The Informers ,5.1
2466,,108.0,334.0,,Carlos             ,7.7
2467,Tran Anh Hung,59.0,114.0,157.0,I Come with the Rain ,5.5
2468,Lance Hool,10.0,121.0,0.0,One Man's Hero ,6.2
2469,George A. Romero,184.0,87.0,0.0,Day of the Dead ,7.2
2470,Chuck Russell,23.0,92.0,55.0,I Am Wrath ,5.2
2471,Christian Volckman,112.0,105.0,2.0,Renaissance ,6.7
2472,Jon Cassar,45.0,90.0,78.0,Forsaken ,6.3
2473,Richard Fleischer,59.0,89.0,130.0,Red Sonja ,5.0
2474,Rodrigo Cortés,195.0,114.0,89.0,Red Lights ,6.2
2475,Greg Mottola,256.0,119.0,99.0,Superbad ,7.6
2476,Tyler Perry,44.0,103.0,0.0,Madea Goes to Jail ,4.1
2477,David Hayter,59.0,91.0,512.0,Wolves ,5.3
2478,Jon M. Chu,97.0,98.0,209.0,Step Up 2: The Streets ,6.2
2479,Cory Edwards,142.0,80.0,19.0,Hoodwinked! ,6.5
2480,Terry George,187.0,121.0,83.0,Hotel Rwanda ,8.1
2481,Xavier Gens,193.0,94.0,87.0,Hitman ,6.3
2482,Kasi Lemmons,40.0,93.0,148.0,Black Nativity ,4.4
2483,Brian A Miller,46.0,93.0,32.0,The Prince ,4.6
2484,Matt Dillon,38.0,116.0,0.0,City of Ghosts ,6.0
2485,Alejandro Amenábar,239.0,101.0,448.0,The Others ,7.6
2486,James Cameron,250.0,154.0,0.0,Aliens ,8.4
2487,George Cukor,82.0,170.0,165.0,My Fair Lady ,7.9
2488,Jim Gillespie,140.0,99.0,13.0,I Know What You Did Last Summer ,5.6
2489,Luke Greenfield,129.0,104.0,42.0,Let's Be Cops ,6.5
2490,Alexander Payne,285.0,126.0,729.0,Sideways ,7.5
2491,Jay Chandrasekhar,91.0,110.0,422.0,Beerfest ,6.3
2492,John Carpenter,318.0,101.0,0.0,Halloween ,7.9
2493,Yimou Zhang,283.0,80.0,611.0,Hero ,7.9
2494,John Hoffman,52.0,87.0,9.0,Good Boy! ,5.1
2495,Malcolm D. Lee,56.0,123.0,92.0,The Best Man Holiday ,6.7
2496,Joe Carnahan,186.0,109.0,248.0,Smokin' Aces ,6.7
2497,Kevin Greutert,178.0,90.0,52.0,Saw 3D: The Final Chapter ,5.6
2498,Michael Lehmann,140.0,96.0,36.0,40 Days and 40 Nights ,5.6
2499,Joseph Kosinski,469.0,125.0,364.0,TRON: Legacy ,6.8
2500,John Fortenberry,63.0,82.0,12.0,A Night at the Roxbury ,6.2
2501,Daniel Barnz,148.0,86.0,33.0,Beastly ,5.6
2502,Alexandre Aja,265.0,108.0,192.0,The Hills Have Eyes ,6.4
2503,Sam Weisman,75.0,98.0,39.0,Dickie Roberts: Former Child Star ,5.6
2504,Niki Caro,113.0,129.0,51.0,"McFarland, USA ",7.4
2505,Erik White,62.0,99.0,17.0,Lottery Ticket ,4.9
2506,Chris Robinson,54.0,105.0,49.0,ATL ,6.0
2507,Jason Moore,223.0,112.0,36.0,Pitch Perfect ,7.2
2508,Michael Tollin,50.0,108.0,19.0,Summer Catch ,4.9
2509,Sam Raimi,125.0,121.0,0.0,A Simple Plan ,7.5
2510,Robert Harmon,81.0,89.0,11.0,They ,4.8
2511,Trent Cooper,37.0,89.0,0.0,Larry the Cable Guy: Health Inspector ,3.1
2512,Gary Halvorson,44.0,73.0,11.0,The Adventures of Elmo in Grouchland ,5.8
2513,Antoine Fuqua,197.0,132.0,847.0,Brooklyn's Finest ,6.7
2514,Nicholas Ray,15.0,154.0,117.0,55 Days at Peking ,6.8
2515,Fede Alvarez,543.0,96.0,201.0,Evil Dead ,6.5
2516,Donald Petrie,112.0,98.0,80.0,My Life in Ruins ,5.9
2517,Paul Weitz,153.0,107.0,80.0,American Dreamz ,5.5
2518,Sidney J. Furie,94.0,134.0,22.0,Superman IV: The Quest for Peace ,3.6
2519,Ian Iqbal Rashid,62.0,94.0,8.0,How She Move ,3.3
2520,Wayne Kramer,157.0,122.0,47.0,Running Scared ,7.4
2521,Rowdy Herrington,35.0,128.0,9.0,Bobby Jones: Stroke of Genius ,6.7
2522,Jim Goddard,21.0,97.0,3.0,Shanghai Surprise ,3.0
2523,Neil Burger,236.0,110.0,168.0,The Illusionist ,7.6
2524,Noel Marshall,50.0,102.0,4.0,Roar ,6.4
2525,Joel Schumacher,106.0,98.0,541.0,Veronica Guerin ,6.9
2526,Andrea Di Stefano,106.0,120.0,30.0,Escobar: Paradise Lost ,6.6
2527,Richard Kelly,173.0,160.0,219.0,Southland Tales ,5.5
2528,Guillaume Ivernel,41.0,80.0,0.0,Dragon Hunters ,6.6
2529,Jack Smight,41.0,91.0,22.0,Damnation Alley ,5.2
2530,Todd Lincoln,145.0,83.0,57.0,The Apparition ,4.1
2531,Howard Zieff,31.0,102.0,6.0,My Girl ,6.8
2532,Steven Shainberg,105.0,122.0,30.0,Fur: An Imaginary Portrait of Diane Arbus ,6.5
2533,Neil Burger,236.0,110.0,168.0,The Illusionist ,7.6
2534,Oliver Stone,114.0,126.0,0.0,Wall Street ,7.4
2535,Ang Lee,69.0,136.0,0.0,Sense and Sensibility ,7.7
2536,Julian Jarrold,150.0,120.0,11.0,Becoming Jane ,7.1
2537,Joe Nussbaum,72.0,108.0,18.0,Sydney White ,6.3
2538,Vadim Perelman,158.0,126.0,26.0,House of Sand and Fog ,7.6
2539,Peter Weir,96.0,128.0,608.0,Dead Poets Society ,8.0
2540,Peter Farrelly,84.0,113.0,137.0,Dumb & Dumber ,7.3
2541,Rob Reiner,114.0,89.0,0.0,When Harry Met Sally... ,7.6
2542,Sidney Lumet,79.0,129.0,0.0,The Verdict ,7.8
2543,Todd Phillips,103.0,94.0,480.0,Road Trip ,6.5
2544,Brian Robbins,67.0,106.0,48.0,Varsity Blues ,6.4
2545,Michel Hazanavicius,576.0,100.0,405.0,The Artist ,8.0
2546,David S. Goyer,178.0,89.0,687.0,The Unborn ,4.8
2547,Wes Anderson,487.0,94.0,0.0,Moonrise Kingdom ,7.8
2548,Jonathan Liebesman,196.0,83.0,473.0,The Texas Chainsaw Massacre: The Beginning ,5.9
2549,Cyrus Nowrasteh,24.0,111.0,19.0,The Young Messiah ,5.4
2550,Perry Andelin Blake,56.0,80.0,11.0,The Master of Disguise ,3.3
2551,Guillermo del Toro,406.0,112.0,0.0,Pan's Labyrinth ,8.2
2552,,3.0,60.0,,The Messengers             ,6.6
2553,John Whitesell,51.0,94.0,14.0,See Spot Run ,5.4
2554,John Singleton,41.0,130.0,309.0,Baby Boy ,6.4
2555,Christian E. Christiansen,138.0,91.0,26.0,The Roommate ,4.8
2556,Dennie Gordon,78.0,91.0,29.0,Joe Dirt ,5.9
2557,Sheldon Lettich,40.0,110.0,23.0,Double Impact ,5.5
2558,Edgar Wright,285.0,121.0,1000.0,Hot Fuzz ,7.9
2559,Diane English,124.0,114.0,15.0,The Women ,4.9
2560,Woody Allen,275.0,96.0,11000.0,Vicky Cristina Barcelona ,7.2
2561,Peter Flinth,34.0,270.0,5.0,Arn: The Knight Templar ,6.6
2562,Jon Lucas,81.0,100.0,24.0,Bad Moms ,6.7
2563,Robert Iscove,67.0,94.0,7.0,Boys and Girls ,5.3
2564,Peter Kosminsky,103.0,109.0,7.0,White Oleander ,7.2
2565,Karyn Kusama,300.0,107.0,45.0,Jennifer's Body ,5.1
2566,Nick Gomez,84.0,96.0,22.0,Drowning Mona ,5.6
2567,Woody Allen,64.0,88.0,11000.0,Radio Days ,7.6
2568,Vic Armstrong,169.0,110.0,179.0,Left Behind ,3.1
2569,Allen Coulter,158.0,113.0,47.0,Remember Me ,7.2
2570,Clare Kilner,46.0,101.0,6.0,How to Deal ,5.7
2571,Richard Benjamin,15.0,105.0,121.0,My Stepmother Is an Alien ,5.2
2572,Jonathan Demme,68.0,125.0,438.0,Philadelphia ,7.7
2573,Josef Rusnak,111.0,100.0,9.0,The Thirteenth Floor ,7.0
2574,Lance Rivera,21.0,97.0,3.0,The Cookout ,3.6
2575,Ronald Neame,42.0,108.0,38.0,Meteor ,4.9
2576,Bruce Paltrow,65.0,112.0,28.0,Duets ,6.0
2577,Woody Allen,109.0,112.0,11000.0,Hollywood Ending ,6.6
2578,Adam Rifkin,42.0,95.0,89.0,Detroit Rock City ,6.8
2579,Russell Mulcahy,112.0,110.0,85.0,Highlander ,7.2
2580,Susanne Bier,146.0,118.0,369.0,Things We Lost in the Fire ,7.2
2581,Kenneth Johnson,36.0,97.0,34.0,Steel ,2.8
2582,James Gray,230.0,120.0,115.0,The Immigrant ,6.6
2583,James Ivory,64.0,135.0,133.0,The White Countess ,6.7
2584,Danny Boyle,393.0,101.0,0.0,Trance ,7.0
2585,Jessy Terrero,75.0,92.0,29.0,Soul Plane ,4.4
2586,Dany Boon,78.0,106.0,172.0,Welcome to the Sticks ,7.1
2587,Vicente Amorim,67.0,92.0,6.0,Good ,6.2
2588,Gaspar Noé,216.0,161.0,929.0,Enter the Void ,7.3
2589,Amy Heckerling,54.0,92.0,143.0,Vamps ,5.1
2590,Lasse Hallström,84.0,93.0,529.0,Hachi: A Dog's Tale ,8.1
2591,Jérôme Salle,69.0,110.0,22.0,Zulu ,6.7
2592,Tommy Lee Jones,208.0,122.0,0.0,The Homesman ,6.6
2593,Jesse Vaughan,32.0,91.0,10.0,Juwanna Mann ,4.5
2594,,20.0,45.0,,Lilyhammer             ,8.1
2595,Atom Egoyan,78.0,115.0,460.0,Ararat ,6.6
2596,William Bindley,21.0,94.0,4.0,Madison ,6.5
2597,Wayne Beach,40.0,93.0,7.0,Slow Burn ,5.9
2598,Gérard Krawczyk,40.0,94.0,7.0,Wasabi ,6.6
2599,James Gunn,251.0,95.0,571.0,Slither ,6.5
2600,Martin Brest,94.0,105.0,102.0,Beverly Hills Cop ,7.3
2601,Chris Columbus,102.0,103.0,0.0,Home Alone ,7.5
2602,Leonard Nimoy,21.0,102.0,12000.0,3 Men and a Baby ,5.9
2603,Sydney Pollack,94.0,116.0,521.0,Tootsie ,7.4
2604,Tony Scott,173.0,110.0,12000.0,Top Gun ,6.9
2605,Ang Lee,287.0,120.0,0.0,"Crouching Tiger, Hidden Dragon ",7.9
2606,Sam Mendes,176.0,122.0,0.0,American Beauty ,8.4
2607,Tom Hooper,479.0,118.0,0.0,The King's Speech ,8.0
2608,Ivan Reitman,27.0,107.0,425.0,Twins ,6.0
2609,,20.0,45.0,,Scream: The TV Series             ,7.3
2610,Udayan Prasad,60.0,102.0,4.0,The Yellow Handkerchief ,6.8
2611,Steven Spielberg,70.0,154.0,14000.0,The Color Purple ,7.8
2612,JK Youn,43.0,103.0,2.0,Tidal Wave ,5.7
2613,Timur Bekmambetov,1.0,141.0,335.0,Ben-Hur ,6.1
2614,Morten Tyldum,454.0,114.0,77.0,The Imitation Game ,8.1
2615,Howard Zieff,25.0,109.0,6.0,Private Benjamin ,6.1
2616,Michael Apted,46.0,124.0,150.0,Coal Miner's Daughter ,7.5
2617,Thor Freudenthal,111.0,94.0,87.0,Diary of a Wimpy Kid ,6.2
2618,Andrés Muschietti,393.0,100.0,127.0,Mama ,6.2
2619,John Carpenter,318.0,101.0,0.0,Halloween ,7.9
2620,Harold Ramis,55.0,98.0,11000.0,National Lampoon's Vacation ,7.4
2621,Jeff Tremaine,157.0,102.0,79.0,Bad Grandpa ,6.6
2622,Stephen Frears,280.0,94.0,350.0,The Queen ,7.3
2623,Tim Burton,109.0,92.0,13000.0,Beetlejuice ,7.5
2624,Tyler Perry,41.0,113.0,0.0,Why Did I Get Married? ,5.6
2625,Gillian Armstrong,27.0,115.0,44.0,Little Women ,7.3
2626,James Watkins,462.0,95.0,43.0,The Woman in Black ,6.4
2627,Simon West,152.0,87.0,165.0,When a Stranger Calls ,5.0
2628,Shawn Levy,69.0,88.0,189.0,Big Fat Liar ,5.4
2629,Michael Cimino,140.0,183.0,517.0,The Deer Hunter ,8.2
2630,Barry Levinson,130.0,97.0,272.0,Wag the Dog ,7.1
2631,Jim Fall,66.0,94.0,13.0,The Lizzie McGuire Movie ,5.3
2632,Ric Roman Waugh,238.0,112.0,29.0,Snitch ,6.5
2633,Michael Dougherty,198.0,98.0,66.0,Krampus ,6.2
2634,Robert Rodriguez,154.0,104.0,0.0,The Faculty ,6.4
2635,Brian Gibson,19.0,118.0,13.0,What's Love Got to Do with It ,7.2
2636,James Mangold,131.0,120.0,446.0,Cop Land ,6.9
2637,Joel Gallen,97.0,99.0,11.0,Not Another Teen Movie ,5.7
2638,David Ayer,355.0,109.0,453.0,End of Watch ,7.7
2639,Cameron Crowe,138.0,105.0,488.0,Aloha ,5.4
2640,Rob Cohen,102.0,106.0,357.0,The Skulls ,5.6
2641,James Marsh,419.0,123.0,120.0,The Theory of Everything ,7.7
2642,John Whitesell,37.0,86.0,14.0,Malibu's Most Wanted ,5.1
2643,Matt Williams,78.0,120.0,18.0,Where the Heart Is ,6.8
2644,David Lean,181.0,227.0,767.0,Lawrence of Arabia ,8.4
2645,Rob Zombie,220.0,119.0,0.0,Halloween II ,4.9
2646,Jean-Marc Vallée,349.0,115.0,212.0,Wild ,7.1
2647,Dennis Iliadis,241.0,114.0,29.0,The Last House on the Left ,6.6
2648,Clare Kilner,103.0,90.0,6.0,The Wedding Date ,6.1
2649,Rick Rosenthal,151.0,94.0,28.0,Halloween: Resurrection ,4.1
2650,Louis Leterrier,344.0,106.0,255.0,Clash of the Titans ,5.8
2651,Rob Reiner,185.0,98.0,0.0,The Princess Bride ,8.1
2652,Denzel Washington,112.0,126.0,18000.0,The Great Debaters ,7.6
2653,Nicolas Winding Refn,676.0,100.0,0.0,Drive ,7.8
2654,Sara Sugarman,74.0,89.0,10.0,Confessions of a Teenage Drama Queen ,4.6
2655,Nicholas Hytner,65.0,111.0,13.0,The Object of My Affection ,6.0
2656,Juan Carlos Fresnadillo,274.0,100.0,35.0,28 Weeks Later ,7.0
2657,Thomas Carter,50.0,115.0,49.0,When the Game Stands Tall ,6.7
2658,Wayne Wang,96.0,106.0,61.0,Because of Winn-Dixie ,6.4
2659,Gina Prince-Bythewood,68.0,124.0,107.0,Love & Basketball ,7.2
2660,George Armitage,111.0,107.0,5.0,Grosse Pointe Blank ,7.4
2661,Phil Traill,128.0,99.0,3.0,All About Steve ,4.8
2662,Joe Berlinger,160.0,90.0,31.0,Book of Shadows: Blair Witch 2 ,4.0
2663,Andrew Fleming,93.0,101.0,26.0,The Craft ,6.2
2664,Woody Allen,278.0,119.0,11000.0,Match Point ,7.7
2665,Elizabeth Allen Rosenbaum,81.0,103.0,20.0,Ramona and Beezus ,6.7
2666,James Ivory,58.0,134.0,133.0,The Remains of the Day ,7.9
2667,Paul Thomas Anderson,153.0,155.0,0.0,Boogie Nights ,7.9
2668,Robert Harmon,25.0,94.0,11.0,Nowhere to Run ,5.5
2669,Michael Mayer,46.0,95.0,15.0,Flicka ,6.2
2670,Martin Weisz,161.0,89.0,7.0,The Hills Have Eyes II ,5.1
2671,John Ottman,108.0,97.0,83.0,Urban Legends: Final Cut ,4.1
2672,Jay Russell,69.0,90.0,13.0,Tuck Everlasting ,6.7
2673,John Bonito,78.0,92.0,8.0,The Marine ,4.7
2674,Peter Atencio,129.0,100.0,10.0,Keanu ,6.4
2675,Shana Feste,135.0,117.0,19.0,Country Strong ,6.3
2676,David Nutter,96.0,84.0,119.0,Disturbing Behavior ,5.5
2677,Derek Cianfrance,417.0,140.0,310.0,The Place Beyond the Pines ,7.3
2678,Roger Donaldson,172.0,108.0,79.0,The November Man ,6.3
2679,Stephan Elliott,88.0,109.0,11.0,Eye of the Beholder ,4.9
2680,Kathryn Bigelow,388.0,131.0,0.0,The Hurt Locker ,7.6
2681,Mark L. Lester,45.0,114.0,73.0,Firestarter ,6.0
2682,Andrew Dominik,414.0,97.0,181.0,Killing Them Softly ,6.2
2683,Anton Corbijn,291.0,122.0,210.0,A Most Wanted Man ,6.8
2684,Tom Green,97.0,87.0,374.0,Freddy Got Fingered ,4.5
2685,Mike Nawrocki,37.0,85.0,12.0,The Pirates Who Don't Do Anything: A VeggieTales Movie ,5.7
2686,Catherine Owens,68.0,85.0,0.0,U2 3D ,8.4
2687,Douglas Aarniokoski,90.0,101.0,36.0,Highlander: Endgame ,4.6
2688,Bryan Barber,81.0,121.0,16.0,Idlewild ,6.2
2689,Lone Scherfig,221.0,107.0,92.0,One Day ,7.0
2690,Drew Barrymore,230.0,111.0,0.0,Whip It ,6.9
2691,Brian Koppelman,57.0,92.0,34.0,Knockaround Guys ,6.1
2692,James Foley,119.0,97.0,164.0,Confidence ,6.7
2693,Albert Brooks,97.0,97.0,745.0,The Muse ,5.6
2694,Irwin Winkler,119.0,125.0,34.0,De-Lovely ,6.6
2695,Woody Allen,42.0,124.0,11000.0,New York Stories ,6.4
2696,Steve Gomer,24.0,76.0,9.0,Barney's Great Adventure ,2.8
2697,RZA,208.0,107.0,561.0,The Man with the Iron Fists ,5.4
2698,Dean Parisot,42.0,91.0,23.0,Home Fries ,5.0
2699,Mark Piznarski,44.0,96.0,4.0,Here on Earth ,5.1
2700,Terry Gilliam,230.0,142.0,0.0,Brazil ,8.0
2701,Sean McNamara,46.0,103.0,80.0,Raise Your Voice ,5.9
2702,,18.0,60.0,,The Dead Zone             ,7.5
2703,Joel Coen,249.0,117.0,0.0,The Big Lebowski ,8.2
2704,Craig Brewer,197.0,116.0,153.0,Black Snake Moan ,7.0
2705,Ron Shelton,71.0,118.0,41.0,Dark Blue ,6.6
2706,Michael Winterbottom,190.0,108.0,187.0,A Mighty Heart ,6.7
2707,David Raynr,50.0,94.0,9.0,Whatever It Takes ,5.5
2708,Mort Nathan,63.0,97.0,2.0,Boat Trip ,4.9
2709,Oliver Parker,104.0,97.0,32.0,The Importance of Being Earnest ,6.9
2710,Dan Curtis,,99.0,45.0,The Love Letter ,7.4
2711,Wil Shriner,49.0,91.0,6.0,Hoot ,5.6
2712,Martin McDonagh,300.0,107.0,454.0,In Bruges ,8.0
2713,Tina Gordon Chism,43.0,95.0,24.0,Peeples ,5.3
2714,Peter Cattaneo,132.0,102.0,11.0,The Rocker ,6.2
2715,Vicky Jenson,97.0,88.0,96.0,Post Grad ,5.3
2716,Gus Van Sant,242.0,106.0,835.0,Promised Land ,6.6
2717,Woody Allen,218.0,92.0,11000.0,Whatever Works ,7.2
2718,Mary Lambert,49.0,105.0,52.0,The In Crowd ,4.6
2719,Tommy Lee Jones,172.0,107.0,0.0,Three Burials ,7.5
2720,Peter Kassovitz,68.0,120.0,0.0,Jakob the Liar ,6.5
2721,Shane Black,223.0,103.0,1000.0,Kiss Kiss Bang Bang ,7.6
2722,Rodman Flender,59.0,92.0,6.0,Idle Hands ,6.2
2723,David Lynch,252.0,147.0,0.0,Mulholland Drive ,8.0
2724,Katja von Garnier,106.0,98.0,18.0,Blood and Chocolate ,5.5
2725,Woody Allen,223.0,98.0,11000.0,You Will Meet a Tall Dark Stranger ,6.3
2726,Mark Romanek,328.0,103.0,132.0,Never Let Me Go ,7.2
2727,,9.0,286.0,,The Company             ,7.9
2728,Brad Anderson,150.0,111.0,122.0,Transsiberian ,6.7
2729,Michael Chapman,21.0,98.0,70.0,The Clan of the Cave Bear ,5.3
2730,Antonio Banderas,28.0,111.0,0.0,Crazy in Alabama ,6.3
2731,Michael Haneke,250.0,111.0,0.0,Funny Games ,6.5
2732,Khalil Sullins,17.0,100.0,5.0,Listening ,5.6
2733,Atom Egoyan,95.0,116.0,460.0,Felicia's Journey ,7.0
2734,Fritz Lang,260.0,145.0,756.0,Metropolis ,8.3
2735,Pierre Morel,141.0,84.0,180.0,District B13 ,7.2
2736,Gary Fleder,52.0,115.0,39.0,Things to Do in Denver When You're Dead ,6.8
2737,Hsiao-Hsien Hou,205.0,105.0,141.0,The Assassin ,6.4
2738,Gregor Jordan,109.0,98.0,34.0,Buffalo Soldiers ,6.9
2739,Andrey Zvyagintsev,103.0,99.0,445.0,The Return ,8.0
2740,Tony Jaa,110.0,110.0,0.0,Ong-bak 2 ,6.2
2741,Neil Marshall,195.0,97.0,197.0,Centurion ,6.4
2742,Russell Mulcahy,14.0,88.0,85.0,Silent Trigger ,5.6
2743,Ryûhei Kitamura,177.0,103.0,129.0,The Midnight Meat Train ,6.1
2744,Darrell Roodt,17.0,104.0,36.0,Winnie Mandela ,6.0
2745,Dito Montiel,62.0,90.0,68.0,The Son of No One ,5.1
2746,Stefan Ruzowitzky,19.0,105.0,24.0,All the Queen's Men ,4.5
