Age,Gender,Ethnicity,Marital Status,Household Size,Spouse,Parent,Friends,Religion,Full Time Employment,Part Time Employment,Retired,Income,US Born,Duration of Residency,Familiarity with America,Language,Satisfaction
40,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,5,High,Korean,Pretty much
45,Male,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,23,High,Korean,Pretty much
36,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,5,High,Korean,Pretty much
44,Female,Korean,Married,5,Living with spouse,0,0,Protestant,0,0,0,"$60,000 - $69,999",No,1,Low,Korean,Not very much
59,Female,Korean,Other,,,,,Protestant,0,Employed part time,0,,No,,High,Korean,
20,Male,Korean,Single,3,0,Living with parents,0,Protestant,0,0,0,"$30,000 - $39,999",No,11,High,English,Very much
44,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,,No,7,Low,Korean,
37,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,24,Very high,Korean,Pretty much
26,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,1,Low,Korean,Pretty much
35,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$10,000 - $19,999",No,7,High,Korean,
36,Male,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$20,000 - $29,999",No,8,Low,Korean,Very much
68,Male,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,39,High,Korean,Very much
34,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$30,000 - $39,999",No,6,High,Korean,Pretty much
80,Male,Korean,Married,2,Living with spouse,0,0,Buddhist,0,0,Retired,,No,41,High,Korean,Pretty much
36,Male,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,29,Very high,English,Very much
29,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$40,000 - $49,999",No,1,High,English,
45,Male,Korean,Married,3,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$60,000 - $69,999",No,1,High,Korean,
45,Female,Korean,Married,3,Living with spouse,0,0,Catholic,0,0,0,,No,1,Low,Korean,
45,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,1,Very high,Korean,
19,Female,Korean,Single,5,0,0,Living with friends/roommates,Protestant,0,0,0,"$40,000 - $49,999",No,10,High,English,
19,Female,Korean,Single,5,0,0,Living with friends/roommates,Protestant,0,0,0,"$40,000 - $49,999",No,10,High,Korean,
33,Female,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",Yes,33,High,English,Pretty much
38,Female,Korean,Married,6,Living with spouse,Living with parents,0,Protestant,0,0,0,"$20,000 - $29,999",No,28,High,Korean,Pretty much
45,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,9,High,Korean,Pretty much
31,Male,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$10,000 - $19,999",No,1,High,Korean,Not very much
34,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$10,000 - $19,999",No,1,High,Korean,
31,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,3,High,Korean,Pretty much
62,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$10,000 - $19,999",No,40,High,English,Pretty much
82,Male,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,Retired,"$0 - $9,999",No,36,High,Korean,Pretty much
19,Male,Korean,Single,4,0,0,Living with friends/roommates,Protestant,0,0,0,"$70,000 and over",No,5,,English,
19,Male,Korean,Single,4,0,0,Living with friends/roommates,Protestant,0,0,0,"$70,000 and over",No,5,High,English,
63,Female,Korean,Married,2,Living with spouse,0,0,Buddhist,0,0,Retired,"$10,000 - $19,999",No,37,Low,Korean,Pretty much
45,Female,Korean,Single,1,0,0,0,Catholic,Employed full time,0,0,"$50,000 - $59,999",No,17,Low,Korean,Pretty much
42,Female,Korean,Other,4,0,0,0,Protestant,0,0,0,"$70,000 and over",No,2,Low,Korean,
40,Male,Korean,Married,4,Living with spouse,0,0,None,Employed full time,0,0,"$70,000 and over",No,2,High,Korean,Pretty much
22,Female,Korean,Single,5,0,Living with parents,Living with friends/roommates,Catholic,0,0,0,,No,8,High,English,Pretty much
40,Female,Korean,Married,4,Living with spouse,0,0,None,0,0,0,"$70,000 and over",No,2,High,Korean,Pretty much
26,Female,Korean,Married,2,Living with spouse,0,0,None,0,0,0,"$10,000 - $19,999",No,1,High,Korean,
42,Female,Korean,Married,3,Living with spouse,0,0,Catholic,Employed full time,0,0,"$40,000 - $49,999",No,8,High,English,Pretty much
65,Male,Korean,Married,2,Living with spouse,0,0,None,0,0,Retired,"$70,000 and over",No,40,Very high,English,Very much
29,Male,Korean,Single,2,0,0,Living with friends/roommates,Buddhist,Employed full time,0,0,"$20,000 - $29,999",No,2,Low,English,Pretty much
69,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$30,000 - $39,999",No,20,Low,Korean,Pretty much
41,Female,Korean,Married,2,0,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,12,Low,Korean,Not very much
70,Male,Korean,Married,6,Living with spouse,0,0,None,0,0,Retired,"$70,000 and over",No,2,High,Korean,
40,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,9,Low,Korean,Pretty much
25,Male,Korean,Single,1,0,0,0,Catholic,0,0,0,"$20,000 - $29,999",No,14,High,Korean,
40,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,13,Very high,Korean,Very much
34,Female,Korean,Single,1,0,0,0,Catholic,0,0,0,"$10,000 - $19,999",No,4,High,English,
33,Male,Korean,Married,2,Living with spouse,0,0,Catholic,0,0,0,"$20,000 - $29,999",No,19,High,Korean,Pretty much
32,Male,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$10,000 - $19,999",No,2,High,Korean,
34,Female,Korean,Married,2,Living with spouse,0,0,Catholic,0,0,0,"$20,000 - $29,999",No,2,High,Korean,Not very much
48,Female,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,12,High,Korean,Pretty much
48,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",No,11,Low,Korean,Not very much
32,Female,Korean,Single,5,0,Living with parents,0,Protestant,0,Employed part time,0,"$0 - $9,999",No,4,High,Korean,Pretty much
78,Male,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$10,000 - $19,999",No,30,High,Korean,Not very much
46,Male,Korean,Married,4,0,Living with parents,0,Protestant,Employed full time,0,0,"$70,000 and over",No,18,Very high,Korean,Pretty much
38,Male,Korean,Married,5,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,27,High,English,Pretty much
38,Female,Korean,Single,3,0,0,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",No,18,Very high,English,Pretty much
29,Female,Korean,Married,3,Living with spouse,0,0,Catholic,0,0,0,"$20,000 - $29,999",No,2,Low,Korean,Not very much
18,Female,Korean,Single,6,0,0,Living with friends/roommates,Protestant,0,0,0,,No,2,High,Korean,
32,Female,Korean,Married,3,Living with spouse,0,0,Catholic,0,0,0,"$30,000 - $39,999",No,2,High,Korean,Pretty much
33,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,2,High,Korean,Pretty much
35,Male,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,15,High,Korean,
47,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$60,000 - $69,999",No,5,High,Korean,Pretty much
24,Female,Korean,Single,2,0,0,Living with friends/roommates,Catholic,0,0,0,"$20,000 - $29,999",No,2,Low,Korean,Pretty much
52,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,35,High,Korean,Pretty much
35,Male,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,4,Low,Korean,Very much
30,Male,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,2,High,Korean,
37,Female,Korean,Married,3,Living with spouse,0,0,Catholic,0,Employed part time,0,"$30,000 - $39,999",No,9,Low,Korean,
23,Female,Korean,Single,1,0,0,0,Catholic,Employed full time,0,0,"$20,000 - $29,999",No,3,High,English,
24,Female,Korean,Single,2,0,0,0,Protestant,0,0,0,"$70,000 and over",No,5,Low,Korean,
52,Female,Korean,Other,2,0,0,0,Protestant,0,0,0,"$70,000 and over",No,6,Low,Korean,Pretty much
56,Male,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,7,High,Korean,Pretty much
34,Female,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,4,High,Korean,Not very much
30,Female,Korean,Living with a partner,2,0,0,0,None,0,0,0,"$70,000 and over",No,25,Very high,English,
34,Male,Korean,Married,3,Living with spouse,0,0,None,Employed full time,0,0,"$40,000 - $49,999",No,3,Low,Korean,Pretty much
27,Female,Korean,Single,1,0,0,0,None,Employed full time,0,0,"$50,000 - $59,999",No,3,High,English,
51,Female,Korean,Married,2,0,0,0,Other,0,0,0,"$60,000 - $69,999",No,7,High,Korean,
41,Male,Korean,Married,5,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,15,Low,Korean,Pretty much
41,Female,Korean,Married,5,Living with spouse,0,0,None,Employed full time,0,0,"$70,000 and over",No,18,High,Korean,Pretty much
77,Male,Korean,Married,7,Living with spouse,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,34,Low,Korean,Pretty much
30,Male,Korean,Married,3,Living with spouse,0,0,Catholic,0,0,0,"$20,000 - $29,999",No,3,Low,Korean,Pretty much
45,Male,Korean,Married,3,Living with spouse,0,0,Protestant,0,Employed part time,0,"$20,000 - $29,999",No,12,High,Korean,
21,Female,Korean,Single,2,0,Living with parents,0,Protestant,0,0,0,"$30,000 - $39,999",No,14,High,Korean,
36,Male,Korean,Married,3,Living with spouse,0,0,Catholic,0,0,0,"$30,000 - $39,999",No,9,High,Korean,
26,Female,Korean,Single,3,0,Living with parents,0,Catholic,0,0,0,"$10,000 - $19,999",No,5,Low,Korean,
47,Female,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$20,000 - $29,999",No,18,High,Korean,
22,Female,Korean,Single,1,0,0,0,Protestant,0,0,0,"$70,000 and over",No,3,Low,Korean,
36,Male,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",No,3,Low,Korean,
80,Male,Korean,Married,8,0,0,0,Protestant,0,0,Retired,"$60,000 - $69,999",No,3,High,Korean,
28,Male,Korean,Single,1,0,0,0,None,Employed full time,0,0,"$60,000 - $69,999",No,9,Very high,English,Pretty much
27,Female,Korean,Single,2,0,0,Living with friends/roommates,Catholic,0,0,0,"$20,000 - $29,999",No,3,High,Korean,Pretty much
21,Female,Korean,Single,2,0,0,Living with friends/roommates,Protestant,0,0,0,"$70,000 and over",No,3,High,English,
35,Male,Korean,Married,1,0,0,0,Catholic,Employed full time,0,0,"$40,000 - $49,999",No,3,High,Korean,Pretty much
20,Male,Korean,Single,1,0,0,0,Protestant,0,Employed part time,0,"$10,000 - $19,999",No,10,Very high,English,
56,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$60,000 - $69,999",No,15,High,Korean,Pretty much
34,Female,Korean,Married,2,0,0,Living with friends/roommates,Protestant,0,0,0,"$70,000 and over",No,4,Low,Korean,Very much
18,Male,Korean,Single,2,0,0,Living with friends/roommates,Protestant,0,0,0,"$70,000 and over",No,3,Low,English,Very much
21,Female,Korean,Single,3,0,0,Living with friends/roommates,None,0,Employed part time,0,"$20,000 - $29,999",Yes,21,Low,English,Pretty much
22,Female,Korean,Single,1,0,0,0,None,0,0,0,"$0 - $9,999",Yes,22,Very high,English,
23,Male,Korean,Single,4,0,0,Living with friends/roommates,None,0,Employed part time,0,"$0 - $9,999",No,18,High,English,
24,Female,Korean,Single,2,0,0,0,None,0,0,0,"$40,000 - $49,999",Yes,10,High,Korean,Pretty much
44,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,12,Low,Korean,Pretty much
47,Male,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,35,Very high,Korean,Pretty much
44,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,Employed part time,0,"$70,000 and over",No,5,Low,Korean,
43,Female,Korean,Married,4,Living with spouse,0,0,None,0,0,0,"$70,000 and over",No,5,High,Korean,Pretty much
37,Female,Korean,Married,3,Living with spouse,0,0,None,0,0,0,"$60,000 - $69,999",No,6,High,Korean,Pretty much
33,Male,Korean,Married,2,Living with spouse,0,0,None,0,0,0,"$10,000 - $19,999",No,6,High,Korean,
34,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,20,High,English,Very much
27,Female,Korean,Single,1,0,0,0,Protestant,0,0,0,"$0 - $9,999",No,4,High,Korean,
25,Male,Korean,Single,1,0,0,0,Protestant,0,0,0,"$60,000 - $69,999",No,5,High,Korean,
36,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,4,High,Korean,Not very much
37,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$60,000 - $69,999",No,4,Low,Korean,Not at all
45,Female,Korean,Married,3,0,0,0,Protestant,0,0,0,"$70,000 and over",No,4,High,Korean,Pretty much
44,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,4,Low,Korean,
19,Female,Korean,Single,4,0,Living with parents,0,Protestant,0,0,0,"$30,000 - $39,999",No,4,Low,Korean,Pretty much
50,Male,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",No,4,High,Korean,
36,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,Employed part time,0,"$20,000 - $29,999",No,4,Low,Korean,Not very much
51,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,22,High,Korean,Pretty much
37,Male,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$10,000 - $19,999",No,6,High,Korean,
24,Male,Korean,Single,1,0,0,0,None,0,0,0,"$50,000 - $59,999",No,12,High,Korean,
21,Female,Korean,Single,4,0,0,Living with friends/roommates,Protestant,0,Employed part time,0,"$0 - $9,999",Yes,21,Very high,English,
43,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,25,High,English,Pretty much
34,Female,Korean,Married,2,Living with spouse,0,0,None,0,0,0,"$70,000 and over",No,4,High,Korean,Very much
26,Female,Korean,Single,1,0,0,0,Protestant,Employed full time,0,0,"$30,000 - $39,999",No,6.5,Very high,English,Pretty much
42,Female,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,38,Very high,English,Very much
34,Female,Korean,Married,5,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,20,High,English,Pretty much
23,Male,Korean,Single,4,0,0,Living with friends/roommates,Protestant,0,Employed part time,0,"$0 - $9,999",No,11,High,English,
57,Female,Korean,Married,3,Living with spouse,0,0,Catholic,0,0,0,"$10,000 - $19,999",No,4,Low,Korean,Pretty much
44,Female,Korean,Married,5,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,15,Very low,English,Pretty much
46,Male,Korean,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,5,Low,Korean,Very much
59,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$40,000 - $49,999",No,4,High,Korean,Not very much
24,Male,Korean,Single,4,0,Living with parents,0,None,0,0,0,"$70,000 and over",Yes,14,High,English,Pretty much
36,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",Yes,36,Very high,English,Very much
69,Female,Korean,Married,4,0,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,5,Very low,Korean,Pretty much
28,Female,Korean,Married,2,Living with spouse,0,0,None,0,0,0,"$40,000 - $49,999",No,5,High,Korean,Pretty much
40,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,22,Low,Korean,Pretty much
36,Male,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$20,000 - $29,999",No,5,Low,Korean,
23,Female,Korean,Single,1,0,0,0,None,0,0,0,"$0 - $9,999",No,8,Very high,Korean,Not very much
32,Male,Korean,Married,2,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,5,High,Korean,
48,Male,Korean,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,7,High,Korean,
40,Female,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",No,7,High,Korean,Pretty much
40,Female,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,27,Low,Korean,Very much
43,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,28,High,Korean,Not very much
40,Male,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",Yes,40,Very high,English,Pretty much
24,Male,Korean,Single,1,0,0,0,None,0,0,0,"$70,000 and over",Yes,7,High,Korean,Pretty much
27,Male,Korean,Single,1,0,0,0,None,0,0,0,"$0 - $9,999",No,5,High,Korean,
40,Male,Korean,Single,1,0,0,0,Catholic,Employed full time,0,0,"$50,000 - $59,999",Yes,40,Very high,English,Very much
45,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,24,Very high,Korean,Pretty much
33,Female,Korean,Single,4,Living with spouse,0,0,Catholic,0,0,0,"$10,000 - $19,999",No,5,Low,Korean,Pretty much
45,Male,Korean,Married,5,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,15,High,English,Pretty much
46,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",No,5,Low,Korean,Pretty much
39,Female,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$30,000 - $39,999",No,11,Low,Korean,Pretty much
60,Male,Korean,Other,1,0,0,0,Protestant,Employed full time,0,0,"$10,000 - $19,999",No,17,Low,Korean,Pretty much
44,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,16,,Korean,Pretty much
37,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$40,000 - $49,999",No,7,Low,Korean,Pretty much
71,Male,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$10,000 - $19,999",No,20,High,Korean,Pretty much
25,Female,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",Yes,25,Very high,English,
43,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,5,High,Korean,Not very much
38,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,5,Low,Korean,Pretty much
49,Female,Korean,Married,4,0,0,0,Protestant,0,0,0,"$70,000 and over",No,6,Low,Korean,Not very much
43,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,5,High,Korean,
44,Male,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",Yes,34,High,Korean,Pretty much
23,Female,Korean,Single,2,0,0,Living with friends/roommates,Protestant,Employed full time,0,0,"$30,000 - $39,999",No,15,Very high,English,Very much
24,Female,Korean,Single,1,0,0,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,17,Very high,English,Very much
65,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$0 - $9,999",,,,Korean,Pretty much
25,Male,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",No,8,High,English,
22,Female,Korean,Single,2,0,Living with parents,0,Protestant,0,Employed part time,0,"$20,000 - $29,999",Yes,22,High,English,Pretty much
45,Male,Korean,Married,4,Living with spouse,0,0,None,Employed full time,0,0,"$70,000 and over",No,6,Low,Korean,
39,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,8,Very low,Korean,
38,Female,Korean,Married,3,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,10,High,Korean,Very much
76,Male,Korean,Married,2,Living with spouse,0,0,Catholic,0,0,Retired,"$40,000 - $49,999",No,36,High,Korean,Pretty much
21,Female,Korean,Single,3,0,0,Living with friends/roommates,Protestant,0,0,0,"$0 - $9,999",Yes,10,High,English,Not very much
31,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$60,000 - $69,999",No,6,Low,Korean,
46,Male,Korean,Other,4,0,0,0,None,Employed full time,0,0,"$70,000 and over",No,18,High,Korean,Not at all
39,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,8,Low,Korean,
39,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,8,Low,Korean,
65,Female,Korean,Married,3,0,0,0,Protestant,Employed full time,0,0,"$20,000 - $29,999",No,15,Low,Korean,Not very much
48,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,40,Very high,English,Pretty much
23,Female,Korean,Single,4,0,Living with parents,Living with friends/roommates,None,0,Employed part time,0,"$0 - $9,999",Yes,23,Very high,English,Very much
25,Male,Korean,Single,2,0,0,Living with friends/roommates,,0,0,0,"$0 - $9,999",No,8,Very high,English,
26,Female,Korean,Single,1,0,0,0,Protestant,Employed full time,0,0,"$20,000 - $29,999",No,6,High,Korean,
27,Female,Korean,Married,2,Living with spouse,0,0,Catholic,Employed full time,0,0,"$50,000 - $59,999",No,20,Very high,English,Very much
38,Female,Korean,Married,4,0,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,8,Low,Korean,
45,Male,Korean,Married,4,Living with spouse,0,0,None,0,0,0,"$70,000 and over",No,7,Low,Korean,
55,Female,Korean,Married,6,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,7,High,Korean,
33,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",No,7,Low,Korean,Not very much
41,Male,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,7,Low,Korean,Pretty much
33,Male,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,8,High,Korean,
35,Male,Korean,Married,3,Living with spouse,0,0,Protestant,0,Employed part time,0,"$30,000 - $39,999",No,7,Low,Korean,Pretty much
42,Male,Korean,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,7,High,Korean,Pretty much
47,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,15,Low,Korean,Pretty much
25,Female,Korean,Single,1,0,0,0,Protestant,0,0,0,"$0 - $9,999",Yes,25,Very high,English,Pretty much
44,Male,Korean,Married,3,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,7,High,Korean,Not very much
54,Female,Korean,Married,3,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,25,High,Korean,Pretty much
20,Female,Korean,Single,2,0,0,0,Protestant,0,Employed part time,0,"$60,000 - $69,999",No,7,High,Korean,Pretty much
74,Male,Korean,Married,2,Living with spouse,0,0,Protestant,0,Employed part time,0,"$10,000 - $19,999",No,7,Low,Korean,
42,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,7,High,Korean,Pretty much
38,Female,Korean,Married,4,Living with spouse,Living with parents,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",No,7,Low,Korean,Pretty much
43,Female,Korean,Married,4,0,0,0,None,0,Employed part time,0,"$70,000 and over",No,17,Low,Korean,Pretty much
18,Male,Korean,Single,4,0,Living with parents,0,Protestant,0,0,0,"$70,000 and over",Yes,13,Very high,Korean,Pretty much
39,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,13,Low,Korean,Pretty much
34,Male,Korean,Married,4,Living with spouse,0,0,None,Employed full time,0,0,"$30,000 - $39,999",No,7,High,Korean,
68,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,,No,37,High,Korean,Pretty much
39,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,10,High,English,Very much
40,Male,Korean,Married,5,Living with spouse,0,0,Protestant,Employed full time,0,0,"$30,000 - $39,999",No,7,High,Korean,
70,Female,Korean,Married,2,Living with spouse,0,0,Catholic,0,0,Retired,"$70,000 and over",No,40,High,Korean,Very much
50,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",Yes,32,High,English,Pretty much
47,Female,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,13,High,Korean,Pretty much
72,Female,Korean,Married,6,Living with spouse,0,0,Protestant,0,0,0,,No,8,Low,Korean,
46,Male,Korean,Married,4,Living with spouse,0,0,None,Employed full time,0,0,,No,8,Low,Korean,Not very much
50,Female,Korean,Married,3,0,0,0,Protestant,Employed full time,0,0,"$40,000 - $49,999",No,23,High,Korean,
41,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$40,000 - $49,999",No,8,High,Korean,
35,Male,Korean,Single,1,0,0,0,Catholic,Employed full time,0,0,"$40,000 - $49,999",No,8,High,Korean,Pretty much
45,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,8,High,Korean,Pretty much
19,Female,Korean,Single,5,0,Living with parents,0,Catholic,0,0,0,"$70,000 and over",No,8,Very high,Korean,Pretty much
68,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$0 - $9,999",No,8,Low,Korean,Pretty much
31,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,8,Low,Korean,
42,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,8,Low,Korean,Not very much
44,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,8,Very low,English,
38,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,8,Very low,Korean,Pretty much
41,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$40,000 - $49,999",No,8,High,Korean,
76,Male,Korean,Married,6,Living with spouse,0,0,Protestant,0,0,Retired,"$40,000 - $49,999",No,8,High,Korean,Not very much
76,Male,Korean,Living with a partner,6,Living with spouse,0,0,Protestant,0,0,Retired,"$0 - $9,999",No,8,Low,Korean,Pretty much
41,Female,Korean,Married,4,Living with spouse,Living with parents,0,Protestant,Employed full time,0,0,"$30,000 - $39,999",No,8,High,Korean,Pretty much
31,Female,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,15,High,Korean,Pretty much
