Age,Gender,Ethnicity,Marital Status,Household Size,Spouse,Parent,Friends,Religion,Full Time Employment,Part Time Employment,Retired,Income,US Born,Duration of Residency,Familiarity with America,Language,Satisfaction
59,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$40,000 - $49,999",No,4,High,Korean,Not very much
24,Male,Korean,Single,4,0,Living with parents,0,None,0,0,0,"$70,000 and over",Yes,14,High,English,Pretty much
36,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",Yes,36,Very high,English,Very much
69,Female,Korean,Married,4,0,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,5,Very low,Korean,Pretty much
28,Female,Korean,Married,2,Living with spouse,0,0,None,0,0,0,"$40,000 - $49,999",No,5,High,Korean,Pretty much
40,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,22,Low,Korean,Pretty much
23,Female,Korean,Single,1,0,0,0,None,0,0,0,"$0 - $9,999",No,8,Very high,Korean,Not very much
40,Female,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",No,7,High,Korean,Pretty much
40,Female,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,27,Low,Korean,Very much
43,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,28,High,Korean,Not very much
40,Male,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",Yes,40,Very high,English,Pretty much
24,Male,Korean,Single,1,0,0,0,None,0,0,0,"$70,000 and over",Yes,7,High,Korean,Pretty much
40,Male,Korean,Single,1,0,0,0,Catholic,Employed full time,0,0,"$50,000 - $59,999",Yes,40,Very high,English,Very much
45,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,24,Very high,Korean,Pretty much
33,Female,Korean,Single,4,Living with spouse,0,0,Catholic,0,0,0,"$10,000 - $19,999",No,5,Low,Korean,Pretty much
45,Male,Korean,Married,5,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,15,High,English,Pretty much
46,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",No,5,Low,Korean,Pretty much
39,Female,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$30,000 - $39,999",No,11,Low,Korean,Pretty much
60,Male,Korean,Other,1,0,0,0,Protestant,Employed full time,0,0,"$10,000 - $19,999",No,17,Low,Korean,Pretty much
37,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$40,000 - $49,999",No,7,Low,Korean,Pretty much
71,Male,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$10,000 - $19,999",No,20,High,Korean,Pretty much
43,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,5,High,Korean,Not very much
38,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,5,Low,Korean,Pretty much
49,Female,Korean,Married,4,0,0,0,Protestant,0,0,0,"$70,000 and over",No,6,Low,Korean,Not very much
44,Male,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",Yes,34,High,Korean,Pretty much
23,Female,Korean,Single,2,0,0,Living with friends/roommates,Protestant,Employed full time,0,0,"$30,000 - $39,999",No,15,Very high,English,Very much
24,Female,Korean,Single,1,0,0,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,17,Very high,English,Very much
22,Female,Korean,Single,2,0,Living with parents,0,Protestant,0,Employed part time,0,"$20,000 - $29,999",Yes,22,High,English,Pretty much
38,Female,Korean,Married,3,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,10,High,Korean,Very much
76,Male,Korean,Married,2,Living with spouse,0,0,Catholic,0,0,Retired,"$40,000 - $49,999",No,36,High,Korean,Pretty much
21,Female,Korean,Single,3,0,0,Living with friends/roommates,Protestant,0,0,0,"$0 - $9,999",Yes,10,High,English,Not very much
46,Male,Korean,Other,4,0,0,0,None,Employed full time,0,0,"$70,000 and over",No,18,High,Korean,Not at all
65,Female,Korean,Married,3,0,0,0,Protestant,Employed full time,0,0,"$20,000 - $29,999",No,15,Low,Korean,Not very much
48,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,40,Very high,English,Pretty much
23,Female,Korean,Single,4,0,Living with parents,Living with friends/roommates,None,0,Employed part time,0,"$0 - $9,999",Yes,23,Very high,English,Very much
27,Female,Korean,Married,2,Living with spouse,0,0,Catholic,Employed full time,0,0,"$50,000 - $59,999",No,20,Very high,English,Very much
33,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",No,7,Low,Korean,Not very much
41,Male,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,7,Low,Korean,Pretty much
35,Male,Korean,Married,3,Living with spouse,0,0,Protestant,0,Employed part time,0,"$30,000 - $39,999",No,7,Low,Korean,Pretty much
42,Male,Korean,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,7,High,Korean,Pretty much
47,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,15,Low,Korean,Pretty much
25,Female,Korean,Single,1,0,0,0,Protestant,0,0,0,"$0 - $9,999",Yes,25,Very high,English,Pretty much
44,Male,Korean,Married,3,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,7,High,Korean,Not very much
54,Female,Korean,Married,3,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,25,High,Korean,Pretty much
20,Female,Korean,Single,2,0,0,0,Protestant,0,Employed part time,0,"$60,000 - $69,999",No,7,High,Korean,Pretty much
42,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,7,High,Korean,Pretty much
38,Female,Korean,Married,4,Living with spouse,Living with parents,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",No,7,Low,Korean,Pretty much
43,Female,Korean,Married,4,0,0,0,None,0,Employed part time,0,"$70,000 and over",No,17,Low,Korean,Pretty much
18,Male,Korean,Single,4,0,Living with parents,0,Protestant,0,0,0,"$70,000 and over",Yes,13,Very high,Korean,Pretty much
39,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,13,Low,Korean,Pretty much
39,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,10,High,English,Very much
70,Female,Korean,Married,2,Living with spouse,0,0,Catholic,0,0,Retired,"$70,000 and over",No,40,High,Korean,Very much
50,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",Yes,32,High,English,Pretty much
47,Female,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,13,High,Korean,Pretty much
35,Male,Korean,Single,1,0,0,0,Catholic,Employed full time,0,0,"$40,000 - $49,999",No,8,High,Korean,Pretty much
45,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,8,High,Korean,Pretty much
19,Female,Korean,Single,5,0,Living with parents,0,Catholic,0,0,0,"$70,000 and over",No,8,Very high,Korean,Pretty much
68,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$0 - $9,999",No,8,Low,Korean,Pretty much
42,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,8,Low,Korean,Not very much
38,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,8,Very low,Korean,Pretty much
76,Male,Korean,Married,6,Living with spouse,0,0,Protestant,0,0,Retired,"$40,000 - $49,999",No,8,High,Korean,Not very much
76,Male,Korean,Living with a partner,6,Living with spouse,0,0,Protestant,0,0,Retired,"$0 - $9,999",No,8,Low,Korean,Pretty much
41,Female,Korean,Married,4,Living with spouse,Living with parents,0,Protestant,Employed full time,0,0,"$30,000 - $39,999",No,8,High,Korean,Pretty much
31,Female,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,15,High,Korean,Pretty much
37,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,9,High,Korean,Pretty much
43,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,8,High,Korean,Pretty much
41,Female,Korean,Married,5,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,13,High,Korean,Pretty much
53,Female,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,20,High,English,Not very much
44,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$50,000 - $59,999",Yes,44,High,English,Pretty much
76,Male,Korean,Living with a partner,6,0,0,0,Protestant,0,0,Retired,"$30,000 - $39,999",No,9,High,Korean,Pretty much
32,Male,Korean,Single,1,0,0,0,Catholic,Employed full time,0,0,"$20,000 - $29,999",No,9,High,Korean,Very much
46,Female,Korean,Married,5,Living with spouse,0,0,Protestant,0,0,0,"$60,000 - $69,999",No,19,Low,Korean,Pretty much
35,Female,Korean,Married,3,Living with spouse,0,0,None,0,0,0,"$50,000 - $59,999",No,10,Low,Korean,Pretty much
22,Female,Korean,Single,2,0,0,0,Protestant,0,Employed part time,0,"$0 - $9,999",No,10,High,Korean,Pretty much
58,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,Employed part time,0,"$10,000 - $19,999",No,30,High,English,Pretty much
34,Male,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,10,Low,Korean,Not very much
37,Male,Korean,Married,3,Living with spouse,0,0,None,Employed full time,0,0,"$50,000 - $59,999",No,10,Low,Korean,Pretty much
51,Female,Korean,Married,5,Living with spouse,Living with parents,0,None,Employed full time,0,0,"$40,000 - $49,999",No,10,Low,Korean,Pretty much
32,Female,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",Yes,32,Very high,English,Very much
36,Male,Korean,Single,1,0,0,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",No,15,High,Korean,Pretty much
38,Female,Korean,Married,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,12,Low,Korean,Pretty much
44,Female,Korean,Married,5,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,10,High,Korean,Pretty much
46,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,15,Low,Korean,Pretty much
55,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$40,000 - $49,999",No,25,Low,Korean,Pretty much
60,Male,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,30,High,Korean,Pretty much
49,Male,Korean,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,15,High,Korean,Pretty much
46,Female,Korean,Married,5,Living with spouse,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,20,Low,Korean,Pretty much
27,Female,Korean,Single,3,0,Living with parents,0,Protestant,Employed full time,0,0,"$30,000 - $39,999",No,24,High,English,Pretty much
72,Female,Korean,Married,2,Living with spouse,0,0,Catholic,0,0,Retired,"$10,000 - $19,999",No,45,High,Korean,Pretty much
48,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,10,Low,Korean,Pretty much
50,Male,Korean,Married,5,Living with spouse,0,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,20,High,Korean,Pretty much
46,Female,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,24,High,English,Very much
55,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,Employed part time,0,"$40,000 - $49,999",No,11,High,Korean,Pretty much
37,Male,Korean,Single,1,0,0,0,Protestant,Employed full time,0,0,"$70,000 and over",Yes,37,Very high,English,Very much
41,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,12,Low,Korean,Pretty much
45,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$10,000 - $19,999",No,11,Very low,Korean,Pretty much
41,Female,Korean,Married,4,Living with spouse,0,0,Buddhist,0,0,0,"$70,000 and over",No,11,High,Korean,Pretty much
37,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,15,Low,Korean,Not very much
46,Male,Korean,Married,1,0,0,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",No,14,High,Korean,Pretty much
48,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$60,000 - $69,999",No,12,Low,Korean,Not very much
37,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,12,Low,Korean,Pretty much
37,Female,Korean,Married,5,Living with spouse,0,0,Catholic,Employed full time,0,0,"$60,000 - $69,999",Yes,37,Very high,English,Very much
41,Female,Korean,Married,4,Living with spouse,0,0,Other,Employed full time,0,0,"$70,000 and over",No,15,High,Korean,Pretty much
31,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,15,High,English,Pretty much
62,Female,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,30,High,Korean,Pretty much
61,Female,Korean,Married,4,Living with spouse,Living with parents,0,Catholic,Employed full time,0,0,"$30,000 - $39,999",No,13,High,Korean,Not at all
45,Male,Korean,Living with a partner,2,Living with spouse,0,0,None,Employed full time,0,0,"$70,000 and over",No,13,Low,Korean,Pretty much
33,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,13,High,English,Pretty much
38,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,12,Very low,Korean,Not very much
54,Female,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,35,High,Korean,Pretty much
49,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,24,Low,Korean,Pretty much
44,Female,Korean,Single,2,0,0,0,Protestant,0,0,0,"$0 - $9,999",No,13,High,Korean,Pretty much
42,Female,Korean,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,14,Low,Korean,Pretty much
44,Male,Korean,Married,5,Living with spouse,0,0,None,0,0,0,"$70,000 and over",No,16,High,Korean,Not very much
70,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",No,34,High,Korean,Not very much
30,Male,Korean,Married,2,Living with spouse,0,0,Catholic,0,0,0,"$0 - $9,999",No,15,High,Korean,Not at all
47,Male,Korean,Single,1,0,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,20,High,English,Very much
55,Male,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",No,15,High,Korean,Pretty much
63,Female,Korean,Married,7,Living with spouse,0,0,Catholic,0,0,0,"$0 - $9,999",No,18,High,Korean,Pretty much
42,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,21,High,English,Very much
49,Male,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$40,000 - $49,999",No,15,High,Korean,Pretty much
61,Female,Korean,Living with a partner,4,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",No,26,Low,Korean,Pretty much
61,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",No,26,Low,Korean,Pretty much
34,Female,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,34,Very high,English,Pretty much
48,Female,Korean,Married,5,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,35,Very high,Korean,Pretty much
19,Male,Korean,Single,4,0,Living with parents,0,Catholic,0,0,0,"$60,000 - $69,999",Yes,19,Very high,English,Pretty much
39,Female,Korean,Married,5,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,16,Low,Korean,Not very much
40,Female,Korean,Married,4,Living with spouse,0,0,None,0,Employed part time,0,"$70,000 and over",Yes,40,Very high,English,Very much
43,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,16,Low,Korean,Pretty much
48,Female,Korean,Single,3,0,0,0,Catholic,Employed full time,0,0,"$50,000 - $59,999",No,16,High,Korean,Pretty much
42,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,16,High,Korean,Very much
49,Female,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,25,High,Korean,Pretty much
41,Female,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,16,High,Korean,Pretty much
53,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,26,High,Korean,Pretty much
44,Female,Korean,Married,4,Living with spouse,0,0,None,0,Employed part time,0,"$70,000 and over",No,39,High,English,Very much
46,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,18,Low,Korean,Pretty much
37,Male,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,30,Very high,Korean,Pretty much
74,Male,Korean,Married,7,Living with spouse,0,0,Catholic,0,0,Retired,"$0 - $9,999",No,19,High,Korean,Pretty much
67,Male,Korean,Married,2,Living with spouse,0,0,Catholic,0,0,Retired,"$20,000 - $29,999",No,27,Low,Korean,Pretty much
38,Female,Korean,Married,8,Living with spouse,Living with parents,0,Protestant,0,0,0,"$70,000 and over",No,18,High,Korean,Not very much
45,Male,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,20,Very high,Korean,Very much
36,Male,Korean,Living with a partner,2,Living with spouse,0,0,None,Employed full time,0,0,"$70,000 and over",Yes,36,Very high,English,Pretty much
62,Female,Korean,Married,6,0,0,0,Protestant,0,0,0,"$50,000 - $59,999",No,17,High,Korean,Pretty much
50,Male,Korean,Married,2,Living with spouse,0,0,None,0,0,0,"$60,000 - $69,999",No,25,High,Korean,Pretty much
41,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,38,Very high,English,Not very much
46,Male,Korean,Married,7,Living with spouse,Living with parents,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,19,High,Korean,Pretty much
63,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$70,000 and over",No,35,High,Korean,Pretty much
45,Male,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,22,Low,Korean,Not very much
53,Female,Korean,Married,2,Living with spouse,0,0,Catholic,0,Employed part time,0,"$30,000 - $39,999",No,20,High,Korean,Pretty much
28,Male,Korean,Single,3,0,Living with parents,0,Protestant,Employed full time,0,0,"$70,000 and over",Yes,28,Very high,English,Pretty much
57,Male,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,20,High,Korean,Pretty much
37,Male,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,20,Very high,Korean,Pretty much
51,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,23,High,English,Pretty much
21,Male,Korean,Single,3,0,Living with parents,0,Protestant,0,0,0,"$70,000 and over",No,20,High,English,Very much
51,Female,Korean,Married,4,Living with spouse,0,0,Protestant,0,0,0,"$60,000 - $69,999",No,24,High,Korean,Pretty much
27,Female,Korean,Single,1,0,0,0,Catholic,Employed full time,0,0,"$60,000 - $69,999",No,27,Very high,English,Very much
65,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$30,000 - $39,999",No,36,High,Korean,Pretty much
22,Female,Korean,Single,4,0,Living with parents,0,Catholic,Employed full time,0,0,"$60,000 - $69,999",No,22,High,English,Very much
82,Male,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$70,000 and over",No,45,Low,Korean,Very much
48,Male,Korean,Married,8,Living with spouse,Living with parents,0,Protestant,0,0,0,"$70,000 and over",No,25,High,Korean,Pretty much
54,Male,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$40,000 - $49,999",No,24,Low,Korean,Pretty much
49,Female,Korean,Married,4,Living with spouse,Living with parents,0,Catholic,0,0,0,"$60,000 - $69,999",No,25,High,Korean,Not very much
51,Male,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,32,High,English,Pretty much
46,Male,Korean,Single,3,0,0,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,26,High,Korean,Not very much
58,Female,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",No,27,High,Korean,Pretty much
55,Female,Korean,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,26,High,Korean,Very much
54,Male,Korean,Married,5,Living with spouse,Living with parents,0,None,0,0,0,"$60,000 - $69,999",No,27,High,Korean,Pretty much
89,Female,Korean,Other,6,0,0,0,Protestant,0,0,Retired,"$0 - $9,999",No,27,High,Korean,Very much
53,Male,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",Yes,53,Very high,English,Pretty much
46,Female,Korean,Married,7,Living with spouse,Living with parents,0,Protestant,0,Employed part time,0,"$50,000 - $59,999",No,34,Very high,Korean,Pretty much
74,Female,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$20,000 - $29,999",No,28,High,Korean,Pretty much
77,Male,Korean,Living with a partner,2,Living with spouse,0,0,Protestant,0,0,0,"$30,000 - $39,999",No,28,Low,Korean,Pretty much
47,Female,Korean,Married,5,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,29,Very high,English,Pretty much
46,Male,Korean,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",No,32,High,Korean,Pretty much
71,Female,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$10,000 - $19,999",No,30,Very low,Korean,Not very much
78,Male,Korean,Married,5,0,0,0,Protestant,0,0,Retired,"$10,000 - $19,999",No,38,Low,Korean,Pretty much
66,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,Employed part time,0,"$50,000 - $59,999",No,40,High,Korean,Pretty much
77,Male,Korean,Other,1,0,0,0,Protestant,0,0,Retired,"$0 - $9,999",No,30,High,Korean,Very much
65,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$60,000 - $69,999",No,44,High,Korean,Very much
65,Female,Korean,Other,4,0,0,0,Protestant,0,0,0,"$10,000 - $19,999",No,31,High,Korean,Not very much
68,Male,Korean,Married,2,Living with spouse,0,0,Protestant,0,Employed part time,0,"$70,000 and over",No,39,Very high,English,Very much
69,Male,Korean,Married,3,Living with spouse,0,0,Protestant,0,0,Retired,"$10,000 - $19,999",No,32,Very low,Korean,Pretty much
68,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$50,000 - $59,999",No,45,High,Korean,Very much
73,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,Employed part time,0,"$10,000 - $19,999",No,33,Very low,Korean,Very much
70,Male,Korean,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,0,"$10,000 - $19,999",No,35,High,Korean,Pretty much
65,Female,Korean,Other,1,0,0,0,Protestant,0,0,Retired,"$30,000 - $39,999",No,34,Low,Korean,Very much
62,Female,Korean,Married,2,Living with spouse,0,0,None,0,0,Retired,"$70,000 and over",No,34,High,Korean,Pretty much
50,Female,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$20,000 - $29,999",No,1,Low,Viet,Very much
61,Male,Korean,Married,4,Living with spouse,0,0,None,0,0,0,"$60,000 - $69,999",No,35,Very low,Korean,Pretty much
69,Female,Korean,Other,3,Living with spouse,Living with parents,0,Protestant,0,0,Retired,"$0 - $9,999",No,37,High,Korean,Very much
68,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,Employed part time,0,"$20,000 - $29,999",No,37,High,Korean,Pretty much
72,Male,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$50,000 - $59,999",No,37,Very high,Korean,Very much
68,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,40,Low,Korean,Not very much
45,Female,Korean,Married,5,Living with spouse,0,0,Protestant,0,0,0,"$70,000 and over",No,40,High,Korean,Pretty much
66,Female,Korean,Single,2,0,0,Living with friends/roommates,Protestant,0,0,Retired,"$40,000 - $49,999",No,40,Very low,English,Pretty much
68,Male,Korean,Married,3,0,0,0,Protestant,0,0,Retired,"$10,000 - $19,999",No,40,High,Korean,Pretty much
72,Female,Korean,Living with a partner,2,Living with spouse,0,0,Catholic,0,0,Retired,"$70,000 and over",No,40,Low,Korean,Not very much
75,Female,Korean,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$50,000 - $59,999",No,45,Low,Korean,Pretty much
45,Male,Korean,Married,3,Living with spouse,0,0,Catholic,0,0,0,"$40,000 - $49,999",No,8,Low,Korean,Pretty much
67,Female,Vietnamese,Married,5,0,0,0,Catholic,0,0,Retired,"$20,000 - $29,999",No,40,High,Viet,Pretty much
19,Female,Vietnamese,Living with a partner,3,0,Living with parents,0,Buddhist,0,Employed part time,0,"$20,000 - $29,999",No,6,High,Viet,Pretty much
57,Female,Vietnamese,Single,3,0,Living with parents,0,Buddhist,0,0,0,"$50,000 - $59,999",Yes,5,Very low,Viet,Not very much
29,Male,Vietnamese,Married,2,Living with spouse,0,0,None,Employed full time,0,0,"$30,000 - $39,999",No,3,High,Viet,Pretty much
32,Male,Vietnamese,Married,5,0,0,0,None,Employed full time,0,0,"$30,000 - $39,999",No,5,Low,Viet,Pretty much
50,Female,Vietnamese,Married,5,0,Living with parents,0,Buddhist,0,0,0,"$10,000 - $19,999",No,6,Low,Viet,Pretty much
50,Female,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$30,000 - $39,999",No,10,Low,Viet,Pretty much
56,Female,Vietnamese,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$60,000 - $69,999",No,33,High,Viet,Pretty much
53,Female,Vietnamese,Living with a partner,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$40,000 - $49,999",No,15,High,Viet,Pretty much
49,Female,Vietnamese,Married,4,Living with spouse,0,0,Catholic,0,Employed part time,0,"$70,000 and over",No,25,High,Viet,Not very much
25,Female,Vietnamese,Single,2,Living with spouse,0,0,Catholic,Employed full time,0,0,"$30,000 - $39,999",No,8,High,Viet,Pretty much
48,Female,Vietnamese,Married,4,0,0,0,Buddhist,0,Employed part time,0,"$50,000 - $59,999",No,1,Low,Viet,Pretty much
21,Female,Vietnamese,Single,3,0,Living with parents,0,Buddhist,0,0,0,"$20,000 - $29,999",No,8,High,Viet,Pretty much
47,Male,Vietnamese,Living with a partner,4,Living with spouse,0,0,None,0,0,0,"$30,000 - $39,999",No,4,Low,Viet,Pretty much
53,Female,Vietnamese,Married,3,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$10,000 - $19,999",No,2,High,Viet,Very much
47,Female,Vietnamese,Married,4,Living with spouse,Living with parents,0,Catholic,Employed full time,0,0,"$70,000 and over",No,8,High,Viet,Pretty much
47,Male,Vietnamese,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,28,High,Viet,Pretty much
